2014-09-07-00:00,兴关路与青云路交叉口,50
2014-09-07-00:05,兴关路与青云路交叉口,35
2014-09-07-00:10,兴关路与青云路交叉口,59
2014-09-07-00:15,兴关路与青云路交叉口,30
2014-09-07-00:20,兴关路与青云路交叉口,65
2014-09-07-00:25,兴关路与青云路交叉口,53
2014-09-07-00:30,兴关路与青云路交叉口,50
2014-09-07-00:35,兴关路与青云路交叉口,48
2014-09-07-00:40,兴关路与青云路交叉口,34
2014-09-07-00:45,兴关路与青云路交叉口,43
2014-09-07-00:50,兴关路与青云路交叉口,46
2014-09-07-00:55,兴关路与青云路交叉口,59
2014-09-07-01:00,兴关路与青云路交叉口,43
2014-09-07-01:05,兴关路与青云路交叉口,62
2014-09-07-01:10,兴关路与青云路交叉口,36
2014-09-07-01:15,兴关路与青云路交叉口,56
2014-09-07-01:20,兴关路与青云路交叉口,37
2014-09-07-01:25,兴关路与青云路交叉口,45
2014-09-07-01:30,兴关路与青云路交叉口,37
2014-09-07-01:35,兴关路与青云路交叉口,40
2014-09-07-01:40,兴关路与青云路交叉口,43
2014-09-07-01:45,兴关路与青云路交叉口,42
2014-09-07-01:50,兴关路与青云路交叉口,60
2014-09-07-01:55,兴关路与青云路交叉口,36
2014-09-07-02:00,兴关路与青云路交叉口,43
2014-09-07-02:05,兴关路与青云路交叉口,35
2014-09-07-02:10,兴关路与青云路交叉口,57
2014-09-07-02:15,兴关路与青云路交叉口,25
2014-09-07-02:20,兴关路与青云路交叉口,40
2014-09-07-02:25,兴关路与青云路交叉口,33
2014-09-07-02:30,兴关路与青云路交叉口,26
2014-09-07-02:35,兴关路与青云路交叉口,42
2014-09-07-02:40,兴关路与青云路交叉口,31
2014-09-07-02:45,兴关路与青云路交叉口,32
2014-09-07-02:50,兴关路与青云路交叉口,31
2014-09-07-02:55,兴关路与青云路交叉口,31
2014-09-07-03:00,兴关路与青云路交叉口,27
2014-09-07-03:05,兴关路与青云路交叉口,30
2014-09-07-03:10,兴关路与青云路交叉口,20
2014-09-07-03:15,兴关路与青云路交叉口,26
2014-09-07-03:20,兴关路与青云路交叉口,21
2014-09-07-03:25,兴关路与青云路交叉口,26
2014-09-07-03:30,兴关路与青云路交叉口,17
2014-09-07-03:35,兴关路与青云路交叉口,30
